InvoiceID,CustomerID,TariffID,BillingDate,DueDate,PaymentDate,Consumption_kWh,Amount_EUR,Discount_EUR,PaymentStatus,BillType,ComplaintFlag,PaymentChannel,Notes
INV-10213,C044,EL-FIX12,2024-10-22,2024-11-20,2024-11-13,891.2,125.58,9.14,Paid,Actual,No,Direct Debit,
INV-10214,C019,EL-VAR,2024-02-04,2024-03-04,,4964.9,659.57,0,Pending,Estimated,No,Bank Transfer,
INV-10215,C006,DUAL-SAVE,2025-07-10,2025-08-02,,1083.4,135.34,0,Overdue,Actual,No,Card,
INV-10216,C049,GAS-VAR,2024-10-21,2024-11-11,2024-11-04,912.3,63.31,0,Paid,Actual,No,Direct Debit,
INV-10217,C012,EL-FIX12,2024-12-25,2025-01-25,2025-01-21,181.4,27.59,4.21,Paid,Actual,No,Cash,
INV-10218,C015,GAS-FIX,2024-01-17,2024-02-09,2024-02-01,1247.8,92.39,0,Paid,Actual,No,Web Banking,
INV-10219,C005,DUAL-SAVE,2025-02-07,2025-02-28,2025-02-25,1244.9,154.4,0,Paid,Actual,No,Web Banking,
INV-10220,C052,GAS-FIX,2025-09-24,2025-10-21,2025-11-09,278.7,23.59,0,Late,Actual,No,Cash,
INV-10221,C035,EL-VAR,2024-03-06,2024-04-03,2024-04-01,3257.2,434.15,0,Paid,Actual,No,Direct Debit,
INV-10222,C060,GAS-FIX,2024-11-25,2024-12-22,2024-12-21,1026.3,76.67,0,Paid,Actual,No,Card,
INV-10223,C038,EL-VAR,2024-07-15,2024-08-12,2024-08-05,1229.3,166.46,0,Paid,Actual,No,Bank Transfer,
INV-10224,C054,GAS-FIX,2024-08-23,2024-09-17,2024-09-14,1455.3,107.13,0,Paid,Estimated,No,Card,
INV-10225,C006,EL-VAR,2024-07-07,2024-07-29,,348.9,38.51,11.74,Pending,Actual,Yes,Bank Transfer,
INV-10226,C033,GAS-FIX,2024-01-19,2024-02-18,2024-02-12,733.4,48.24,7.63,Paid,Estimated,No,Direct Debit,
INV-10227,C038,EL-VAR,2025-01-18,2025-02-12,2025-02-11,804.7,NULL,12.35,Paid,Actual,No,Cash,
INV-10228,C029,EL-GREEN,2025-05-13,2025-06-11,2025-06-07,4384,667.98,0,Paid,Estimated,No,Cash,
INV-10229,C023,EL-VAR,2025-09-23,2025-10-15,2025-11-18,1791.3,240.65,0,Late,Actual,No,Web Banking,
INV-10230,C006,EL-VAR,2025-02-03,2025-03-01,2025-03-20,501.1,70.35,0,Late,Actual,No,Direct Debit,
INV-10231,C008,EL-VAR,2025-12-05,2026-01-04,2025-12-30,463.8,65.43,0,Paid,Actual,No,Bank Transfer,
INV-10232,C052,GAS-FIX,2024-02-10,2024-03-09,,940.7,56.65,13.94,Pending,Estimated,No,Bank Transfer,
INV-10233,C011,EL-FIX12,2024-08-17,2024-09-12,2024-09-30,487.7,76.21,0,Late,Actual,No,Direct Debit,
INV-10234,C057,EL-VAR,2024-09-07,2024-09-29,2024-09-22,2490.7,315.65,17.33,Paid,Estimated,No,Cash,
INV-10235,C037,GAS-FIX,2025-04-05,2025-05-02,2025-04-27,479.7,37.86,0,Paid,Actual,No,Web Banking,
INV-10236,C029,EL-VAR,2025-05-15,2025-06-08,2025-06-05,2755.1,348.27,19.61,Paid,Actual,No,Cash,
INV-10237,C035,GAS-VAR,2025-01-12,2025-02-02,2025-03-01,2179.8,136.05,10.92,Late,Actual,No,Web Banking,
INV-10238,C021,DUAL-SAVE,2024-11-21,2024-12-11,2024-12-11,1562.4,191.87,0,Paid,Estimated,No,Bank Transfer,
INV-10239,C023,GAS-FIX,2025-03-04,2025-03-24,2025-03-19,1392.3,102.65,0,Paid,Actual,No,Cash,
INV-10240,C002,DUAL-SAVE,2025-04-08,2025-04-29,,856.1,108.51,0,Pending,Estimated,Yes,Bank Transfer,
INV-10241,C030,EL-VAR,2025-05-12,2025-06-10,2025-06-03,957.6,130.61,0,Paid,Actual,No,Direct Debit,
INV-10242,C058,GAS-VAR,2025-05-14,2025-06-07,2025-06-07,244.2,19.22,0,Paid,Actual,No,Web Banking,
INV-10243,C023,GAS-FIX,2024-02-23,2024-03-25,,2049.2,132.49,16.8,Overdue,Actual,Yes,Web Banking,
INV-10244,C044,DUAL-SAVE,31/02/2025,2024-07-08,2024-07-07,504.5,67.03,0,Paid,Estimated,Yes,Card,
INV-10245,C051,EL-VAR,2025-08-15,2025-09-06,2025-10-08,359.7,51.68,0,Late,Actual,No,Card,
INV-10246,C022,EL-FIX12,2025-03-04,2025-04-04,2025-04-10,1476.6,216.75,2.86,Late,Actual,No,Web Banking,
INV-10247,C007,EL-FIX12,2025-09-10,2025-10-04,2025-10-19,562.9,87.12,0,Late,Actual,No,Card,
INV-10248,C059,GAS-FIX,2024-08-17,2024-09-12,,222.4,19.59,0,Overdue,Actual,No,Cash,
INV-10249,C041,EL-GREEN,2025-02-24,2025-03-25,2025-04-13,1231.4,191.95,0,Late,Actual,No,Bank Transfer,
INV-10250,C021,GAS-FIX,2025-09-25,2025-10-22,2025-10-15,597.8,46.24,0,Paid,Actual,No,Web Banking,
INV-10251,C008,EL-VAR,2025-12-01,2025-12-25,2025-12-20,258.8,38.36,0,Paid,Actual,No,Web Banking,
INV-10252,C016,EL-FIX12,2025-01-13,2025-02-09,2025-02-08,595.4,91.83,0,Paid,Actual,No,Card,
INV-10253,C020,GAS-FIX,2024-04-02,2024-04-24,2024-04-19,802.7,48.8,11.99,Paid,Estimated,No,Bank Transfer,
INV-10254,C059,EL-VAR,2025-08-22,2025-09-20,2025-09-15,1677.3,225.6,0,Paid,Actual,Yes,Bank Transfer,
INV-10255,C025,EL-VAR,2024-05-04,2024-05-31,2024-06-01,266.1,39.33,0,Late,Actual,No,Cash,
INV-10256,C041,EL-FIX12,2025-01-02,2025-01-23,2025-02-20,1944.8,278.28,9.21,Late,Actual,No,Direct Debit,
INV-10257,C002,EL-FIX12,2025-03-01,2025-04-01,2025-03-27,1398.5,208.28,0,Paid,Actual,No,Card,
INV-10258,C059,EL-FIX12,2025-05-14,2025-06-03,2025-05-30,513.1,79.9,0,Paid,Actual,No,Card,
INV-10259,C018,DUAL-SAVE,2025-03-21,2025-04-21,2025-04-21,3608.9,433.35,0,Paid,Actual,No,Web Banking,
INV-10260,C011,EL-VAR,2024-04-07,2024-05-08,2024-05-11,430.7,49.8,11.26,Late,Actual,No,Bank Transfer,
INV-10261,C022,GAS-VAR,2025-05-20,2025-06-18,2025-07-23,1053.9,72.66,0,Late,Actual,No,Direct Debit,
INV-10262,C022,GAS-FIX,2025-03-16,2025-04-08,2025-04-13,1162.2,79.9,6.42,Late,Actual,No,Web Banking,
INV-10263,C001,EL-VAR,2025-11-03,2025-12-03,2025-12-01,4018.5,534.65,0,Paid,Actual,No,Bank Transfer,
INV-10264,C057,DUAL-SAVE,2024-05-13,2024-06-13,2024-06-06,1666.6,204.16,0,Paid,Actual,No,Direct Debit,
INV-10265,C023,DUAL-SAVE,2025-05-23,2025-06-23,2025-06-20,2014.6,245.22,0,Paid,Actual,No,Card,
INV-10266,C016,DUAL-SAVE,2024-03-20,2024-04-10,2024-04-08,533.9,70.5,0,Paid,Actual,No,Bank Transfer,
INV-10267,C042,EL-VAR,2024-09-23,29/08/2024,2024-10-06,6748.5,889.59,5.41,Paid,Actual,No,Web Banking,
INV-10268,C032,EL-FIX12,2025-04-06,2025-04-28,2025-04-28,1624.3,241.02,0,Paid,Estimated,Yes,Card,
INV-10269,C024,DUAL-SAVE,2024-05-12,2024-06-08,2024-06-03,463.6,62.2,0,Paid,Actual,No,Bank Transfer,
INV-10270,C035,EL-FIX12,2025-11-06,2025-12-07,2025-12-07,1297.6,193.65,0,Paid,Actual,No,Bank Transfer,
INV-10271,C033,EL-VAR,2025-01-14,2025-02-04,2025-01-27,394.3,56.25,0,Paid,Estimated,No,Direct Debit,
INV-10272,C022,GAS-VAR,2024-10-25,2024-11-16,2024-11-11,904.2,62.78,0,Paid,Estimated,No,Web Banking,
INV-10273,C030,DUAL-SAVE,2024-04-06,2024-05-04,2024-05-22,496.3,66.06,0,Late,Estimated,No,Cash,
INV-10274,C039,EL-GREEN,2024-10-02,2024-10-24,2024-10-23,5009,762.36,0,Paid,Actual,No,Cash,
INV-10275,C031,GAS-VAR,2025-11-03,2025-11-23,2025-11-23,1112.9,76.55,0,Paid,Actual,No,Web Banking,
INV-10276,C039,GAS-FIX,2024-03-17,2024-04-11,2024-04-06,3856.6,266.41,11.21,Paid,Actual,No,Bank Transfer,
INV-10277,C048,DUAL-SAVE,2024-06-20,2024-07-13,,6765.8,800.96,4.91,Overdue,Actual,No,Card,
INV-10278,C060,GAS-FIX,2025-09-11,2025-10-02,2025-11-02,1244.4,92.15,0,Late,Actual,No,Web Banking,
INV-10279,C039,GAS-VAR,2025-06-19,2025-07-17,2025-07-14,1919.4,129.78,0,Paid,Actual,No,Web Banking,
INV-10280,C059,EL-FIX12,2024-10-17,2024-11-15,2024-11-09,437,68.86,0,Paid,Actual,No,Card,
INV-10281,C027,DUAL-SAVE,2024-09-25,2024-10-17,2024-10-11,1392.5,171.81,0,Paid,Estimated,No,Web Banking,
INV-10282,C022,DUAL-SAVE,2024-05-03,2024-05-26,2024-05-24,786.1,86.61,13.65,Paid,Actual,No,Bank Transfer,
INV-10283,C044,GAS-VAR,2025-07-25,2025-08-14,2025-08-10,318.7,24.13,0,Paid,Actual,Yes,Web Banking,
INV-10284,C036,GAS-FIX,2024-08-15,2024-09-08,2024-09-14,1497.6,110.13,0,Late,Actual,No,Bank Transfer,
INV-10285,C048,EL-FIX12,2024-09-06,2024-09-27,2024-09-21,4072.7,590.53,5.51,Paid,Actual,No,Web Banking,
INV-10286,C055,GAS-FIX,2024-05-24,2024-06-17,2024-06-13,1287,89.63,5.54,Paid,Actual,No,Bank Transfer,
INV-10287,C003,DUAL-SAVE,2025-05-20,2025-06-14,2025-06-10,714,91.75,0,Paid,Actual,Yes,Bank Transfer,
INV-10288,C030,EL-GREEN,2024-09-04,2024-09-30,2024-09-28,807,127.85,0,Paid,Estimated,No,Card,
INV-10289,C052,GAS-VAR,2024-05-10,2024-06-10,2024-06-03,495.3,22.6,13.19,,Actual,No,Card,
INV-10290,C010,GAS-FIX,2025-07-18,2025-08-12,2025-08-21,375.2,14.34,16.1,Late,Estimated,No,Cash,
INV-10291,C038,EL-GREEN,2025-08-02,2025-08-27,,921.8,145.19,0,Pending,Estimated,No,Direct Debit,
INV-10292,C015,GAS-FIX,2024-05-15,2024-06-09,2024-06-03,1381.3,101.88,0,Paid,Actual,No,Web Banking,
INV-10293,C043,DUAL-SAVE,2025-01-10,2025-01-31,2025-01-28,1809,208.35,12.61,Paid,Estimated,No,Bank Transfer,
INV-10294,C025,EL-FIX12,2024-01-13,2024-02-05,2024-02-03,211.3,36.14,0,Paid,Actual,No,Cash,
INV-10295,C018,EL-GREEN,2024-06-02,2024-06-28,2024-06-27,5996.2,911.43,0,Paid,Actual,No,Web Banking,
INV-10296,C052,EL-GREEN,2024-02-21,2024-03-15,2024-03-07,640.8,102.77,0,Paid,Actual,No,Web Banking,
INV-10297,C002,GAS-VAR,2024-07-18,2024-08-18,2024-08-12,651.5,46.1,0,Paid,Actual,No,Card,
INV-10298,C040,EL-VAR,2024-08-17,2024-09-17,2024-09-16,1325,179.1,0,Paid,Estimated,No,Direct Debit,
INV-10299,C054,GAS-FIX,2025-07-04,2025-07-25,2025-08-28,2823.8,204.29,0,Late,Estimated,No,Card,
INV-10300,C023,EL-GREEN,2025-04-10,2025-05-06,2025-04-29,925.2,145.71,0,Paid,Actual,No,Web Banking,
INV-10301,C037,EL-GREEN,2025-01-14,2025-02-11,2025-02-15,215.3,38.5,0,Late,Estimated,No,Web Banking,
INV-10302,C021,GAS-FIX,2025-09-10,2025-10-07,2025-11-11,889.5,66.95,0,Late,Estimated,No,Direct Debit,
INV-10303,C044,GAS-VAR,2025-09-04,2025-09-30,2025-09-24,254.8,2.48,17.43,Paid,Estimated,No,Cash,
INV-10304,C033,EL-GREEN,2024-03-16,2024-04-12,2024-05-08,388.5,64.66,0,Late,Actual,No,Direct Debit,
INV-10305,C028,EL-FIX12,2025-02-09,2025-03-12,2025-03-11,382.1,60.9,0,Paid,Actual,No,Cash,
INV-10306,C017,DUAL-SAVE,2025-05-01,2025-05-24,2025-05-30,943.4,118.83,0,Late,Actual,No,Bank Transfer,
INV-10307,C045,GAS-FIX,2025-01-19,2025-02-17,2025-02-11,846.2,63.88,0,Paid,Actual,No,Web Banking,
INV-10308,C052,EL-VAR,2024-07-10,2024-08-06,2024-07-31,1043.4,141.93,0,Paid,Estimated,No,Card,
INV-10309,C049,GAS-FIX,2024-02-16,2024-03-18,2024-03-12,2060.3,150.08,0,Paid,Actual,No,Card,
INV-10310,C006,GAS-VAR,2025-07-04,2025-07-30,2025-08-03,71.4,0,18.98,Late,Actual,Y,Direct Debit,
INV-10311,C001,EL-GREEN,2024-08-19,2024-09-16,2024-09-16,4678.8,703.72,8.78,Paid,Actual,No,Cash,
INV-10312,C014,EL-VAR,2025-02-13,2025-03-12,2025-03-04,635.4,88.07,0,Paid,Actual,No,Card,
INV-10313,C005,EL-GREEN,2025-08-24,2025-09-17,2025-09-14,1050.8,164.68,0,Paid,Actual,No,Direct Debit,
INV-10314,C058,EL-VAR,2024-10-21,2024-11-12,,406.4,57.85,0,Overdue,Actual,No,Cash,
INV-10315,C033,DUAL-SAVE,2025-07-07,2025-07-31,2025-07-31,165.9,19.82,7.25,Paid,Actual,No,Bank Transfer,
INV-10316,C051,GAS-VAR,2024-01-22,2024-02-17,2024-02-14,726.3,51.03,0,Paid,Actual,No,Direct Debit,
INV-10317,C040,EL-FIX12,2025-07-25,2025-08-22,2025-08-14,1952.1,288.56,0,Paid,Estimated,No,Bank Transfer,
INV-10318,C020,GAS-VAR,2024-07-15,2024-08-07,2024-08-06,597.3,42.52,0,Paid,Actual,No,Web Banking,
INV-10319,C008,DUAL-SAVE,2025-08-05,2025-08-29,2025-08-21,260.1,38.19,0,Paid,Actual,No,Direct Debit,
INV-10320,C020,EL-GREEN,2025-04-13,2025-05-10,2025-06-01,865.9,136.75,0,Late,Actual,No,Bank Transfer,
INV-10321,C041,GAS-FIX,2024-09-03,2024-09-26,,803.4,60.84,0,Overdue,Actual,No,Bank Transfer,
INV-10322,C002,EL-FIX12,2025-11-10,2025-12-10,2025-12-06,1173.1,175.6,0,Paid,Actual,Yes,Direct Debit,
INV-10323,C041,EL-FIX12,2025-07-06,2025-08-01,,2576,379.02,0,Pending,Estimated,Yes,Direct Debit,
INV-10324,C017,DUAL-SAVE,2024-07-14,2024-08-04,2024-07-31,650.1,84.21,0,Paid,Actual,No,Bank Transfer,
INV-10325,C006,GAS-VAR,2024-06-01,2024-07-02,2024-07-31,209.9,16.95,0,Late,Estimated,No,Web Banking,
INV-10326,C042,EL-FIX12,2025-09-08,2025-09-30,2025-09-30,6269.9,914.64,0,Paid,Actual,No,Web Banking,
INV-10327,C014,EL-VAR,2025-01-13,2025-02-11,2025-02-23,955.9,130.38,0,Late,Estimated,No,Direct Debit,
INV-10328,C015,EL-GREEN,2025-09-22,2025-10-14,2025-10-09,2523.3,387.01,0,Paid,Estimated,No,Bank Transfer,
INV-10329,C046,DUAL-SAVE,2025-09-21,2025-10-20,2025-10-12,476.1,63.68,0,Paid,Actual,No,Direct Debit,
INV-10330,C021,DUAL-SAVE,2025-03-23,2025-04-13,2025-04-30,1342.5,149.66,16.26,Late,Estimated,No,Bank Transfer,
INV-10331,C005,EL-GREEN,2025-12-09,2026-01-05,2026-01-03,607.3,97.7,0,Paid,Actual,No,Bank Transfer,
INV-10332,C018,EL-VAR,2025-02-05,2025-02-28,2025-02-27,4297.3,571.44,0,Paid,Actual,No,Web Banking,
INV-10333,C030,EL-VAR,2024-11-21,2024-12-21,2024-12-13,403.6,47.41,10.06,Paid,Actual,No,Direct Debit,
INV-10334,C012,DUAL-SAVE,2024-08-13,2024-09-02,2024-09-01,444.9,60,0,Paid,Actual,N,Cash,
INV-10335,C019,EL-GREEN,2025-01-19,2025-02-10,2025-02-04,3357.5,494.73,18.25,Paid,Actual,Yes,Cash,
INV-10336,C036,DUAL-SAVE,2024-07-06,2024-08-01,2024-07-31,5527.3,659.72,0,Paid,Actual,No,Card,
INV-10337,C009,DUAL-SAVE,2025-07-07,2025-08-04,2025-08-12,565.1,74.18,0,Late,Estimated,No,Bank Transfer,
INV-10338,C034,DUAL-SAVE,2024-10-14,2024-11-09,2024-11-04,168.6,27.4,0,Paid,Actual,No,Direct Debit,
INV-10339,C014,DUAL-SAVE,2024-03-20,2024-04-14,2024-04-14,868.5,109.98,0,Paid,Actual,No,Cash,
INV-10340,C045,DUAL-SAVE,2024-03-09,2024-03-29,2024-03-24,953.4,120.01,0,Paid,Actual,No,Web Banking,
INV-10341,C022,GAS-FIX,2025-03-15,2025-04-07,,1457.4,107.28,0,Overdue,Actual,No,Card,
INV-10342,C054,EL-FIX12,2025-03-09,2025-04-01,,3442.2,504.62,0,Overdue,Actual,No,Direct Debit,
INV-10343,C050,EL-GREEN,2024-02-25,2024-03-25,2024-03-21,383.6,63.93,0,Paid,Actual,No,Cash,
INV-10344,C058,GAS-VAR,2025-05-08,2025-06-02,2025-06-06,217.6,0.59,16.87,Late,Estimated,No,Direct Debit,
INV-10345,C039,DUAL-SAVE,2024-05-19,2024-06-18,2024-06-18,4085.3,489.56,0,Paid,Actual,No,Card,
INV-10346,C001,GAS-VAR,2024-03-15,2024-04-06,2024-03-30,4585,305.71,0,Paid,Actual,No,Card,
INV-10347,C039,EL-VAR,2024-11-15,2024-12-12,2025-01-14,4137.4,550.34,0,Late,Actual,No,Bank Transfer,
INV-10348,C009,EL-GREEN,2025-10-04,2025-10-27,,471.8,77.25,0,Overdue,Actual,No,Bank Transfer,
INV-10349,C030,EL-VAR,2024-06-21,2024-07-15,,836.3,114.59,0,Overdue,Estimated,No,Cash,
INV-10350,C029,GAS-VAR,2025-01-20,2025-02-20,2025-02-19,10430.2,691.49,0,Paid,Actual,No,Web Banking,
INV-10351,C008,EL-FIX12,2025-11-12,2025-12-06,2025-12-04,387.6,61.7,0,Paid,Estimated,No,Card,
INV-10352,C043,GAS-VAR,2024-11-25,2024-12-26,2024-12-18,726.1,51.02,0,Paid,Estimated,No,Cash,
INV-10353,C040,GAS-VAR,2025-05-14,2025-06-04,2025-06-15,1528.2,103.96,0,Late,Actual,No,Web Banking,
INV-10354,C029,DUAL-SAVE,2025-06-24,2025-07-14,2025-07-14,5333.7,636.88,0,Paid,Actual,No,Bank Transfer,
INV-10355,C044,GAS-VAR,2024-02-21,2024-03-22,2024-03-15,1437.8,97.99,0,Paid,Actual,No,Card,
INV-10356,C010,EL-FIX12,2025-05-15,2025-06-14,,1605.9,238.35,0,Overdue,Actual,No,Cash,
INV-10357,C051,GAS-VAR,2025-02-06,2025-03-03,2025-03-01,356.1,26.6,0,Paid,Actual,No,Card,
INV-10358,C058,DUAL-SAVE,2025-11-06,2025-12-05,2025-12-05,261.5,38.35,0,Paid,Actual,No,Card,
INV-10359,C049,EL-VAR,2024-08-06,2024-09-02,,1559.4,210.04,0,Overdue,actual,No,Web Banking,
INV-10360,C014,EL-FIX12,2025-03-06,2025-04-02,2025-03-25,627.3,96.45,0,Paid,Actual,No,Card,
INV-10361,C016,GAS-VAR,2024-10-20,2024-11-15,2024-11-13,545.9,39.13,0,Paid,Actual,No,Bank Transfer,
INV-10362,C053,EL-GREEN,2024-04-20,2024-05-14,2024-05-09,4072,620.87,0,Paid,Actual,No,Direct Debit,
INV-10363,C050,EL-VAR,2024-03-02,2024-03-31,,458.7,64.75,0,Overdue,Actual,No,Bank Transfer,
INV-10364,C024,GAS-FIX,2024-11-07,2024-11-27,2024-11-20,470.4,37.2,0,Paid,Actual,No,Card,
INV-10365,C057,GAS-VAR,2024-10-08,2024-11-02,2024-10-30,673.4,47.54,0,Paid,Actual,No,Direct Debit,
INV-10366,C052,DUAL-SAVE,2024-11-02,2024-12-02,2024-11-29,555.8,73.08,0,Paid,Estimated,No,Card,
INV-10367,C026,EL-FIX12,2024-10-23,2024-11-14,2024-11-09,1001.7,150.75,0,Paid,Actual,No,Web Banking,
INV-10368,C021,DUAL-SAVE,2024-03-19,2024-04-13,2024-05-02,1118.2,133.14,6.31,Late,Actual,Yes,Direct Debit,
INV-10369,C056,EL-VAR,2025-09-01,2025-09-28,2025-09-24,1276.1,172.65,0,Paid,Actual,No,Card,
INV-10370,C030,EL-FIX12,2025-03-13,2025-04-02,2025-04-29,452.9,71.16,0,Late,Actual,No,Cash,
INV-10371,C040,GAS-FIX,2024-05-02,2024-05-28,2024-05-25,1354.7,99.98,0,Paid,Actual,No,Card,
INV-10372,C044,GAS-FIX,2025-04-02,2025-05-02,2025-04-24,471.3,37.26,0,Paid,Actual,No,Card,
INV-10373,C042,GAS-VAR,2024-07-18,2024-08-11,2024-08-08,2221.4,149.71,0,Paid,Actual,No,Card,
INV-10374,C056,EL-FIX12,2025-12-13,2026-01-05,2025-12-28,1009.8,151.92,0,Paid,Actual,No,Bank Transfer,
INV-10375,C038,EL-FIX12,2025-10-23,2025-11-12,,586.9,90.59,0,Overdue,Estimated,No,Web Banking,
INV-10376,C021,EL-GREEN,2025-08-25,2025-09-22,2025-10-26,1105.4,172.92,0,Late,Actual,No,Card,
INV-10377,C002,EL-VAR,2024-05-15,2024-06-14,2024-07-04,1189.5,161.21,0,Late,Actual,No,Bank Transfer,
INV-10378,C001,DUAL-SAVE,2024-05-02,2024-06-01,2024-06-05,4309.9,516.06,0,Late,Actual,No,Card,
INV-10379,C016,EL-VAR,2024-06-11,2024-07-04,2024-06-26,884.3,114.02,6.91,Paid,Actual,No,Web Banking,
INV-10380,C005,DUAL-SAVE,2024-12-14,2025-01-11,2025-01-05,543.6,71.65,0,Paid,Estimated,No,Web Banking,
INV-10381,C049,DUAL-SAVE,2025-10-05,2025-11-03,,1070.7,133.84,0,Overdue,Actual,No,Card,
INV-10382,C026,GAS-FIX,2024-01-06,2024-02-03,2024-01-28,2130.1,155.04,0,Paid,Estimated,No,Web Banking,
INV-10383,C046,EL-FIX12,2024-02-01,2024-02-21,2024-02-18,166.3,29.62,0,Paid,Actual,No,Card,
INV-10384,C052,GAS-FIX,2024-07-15,2024-08-14,2024-08-08,272.9,23.18,0,Paid,Actual,No,Direct Debit,
INV-10385,C054,EL-VAR,2025-06-13,2025-07-10,,5551.1,736.94,0,Overdue,Actual,No,Web Banking,
INV-10386,C053,EL-FIX12,2024-03-19,2024-04-14,2024-04-06,5890.4,859.61,0,Paid,Estimated,No,Bank Transfer,
INV-10387,C019,EL-GREEN,2025-02-14,2025-03-11,,6922.3,1051.27,0,Overdue,Actual,No,bank transfer,
INV-10388,C011,EL-GREEN,2025-04-16,2025-05-08,2025-05-05,200.4,36.25,0,Paid,Actual,No,Cash,
INV-10389,C054,GAS-FIX,2025-04-25,2025-05-17,2025-05-19,3791.3,267.71,5.27,Late,Estimated,No,Direct Debit,
INV-10390,C021,DUAL-SAVE,2025-04-10,2025-05-04,2025-05-03,980.8,123.23,0,Paid,Actual,No,Cash,
INV-10391,C001,EL-FIX12,2024-06-24,2024-07-23,2024-08-10,4310.6,630.53,0,Late,Actual,No,Card,
INV-10392,C059,DUAL-SAVE,2025-11-12,2025-12-03,2025-12-18,511,60.13,7.67,Late,Actual,No,Cash,
INV-10393,C042,EL-VAR,2024-01-15,2024-02-10,2024-02-03,14135.9,1870.14,0,Paid,Actual,No,Card,
INV-10394,C015,EL-GREEN,2025-05-06,2025-06-03,2025-05-30,1551.9,240.34,0,Paid,Estimated,No,Cash,
INV-10395,C044,EL-GREEN,2024-08-14,2024-09-13,2024-09-14,1066.1,166.99,0,Late,Estimated,No,Cash,
INV-10396,C026,EL-FIX12,2024-10-03,2024-10-25,2024-10-25,945.1,142.54,0,Paid,Actual,No,Web Banking,
INV-10397,C040,EL-VAR,2025-06-19,2025-07-10,2025-07-28,1404.1,189.54,0,Late,Actual,No,Web Banking,
INV-10398,C032,DUAL-SAVE,2025-03-01,2025-03-22,2025-03-17,1076.5,124.19,10.34,Paid,Actual,No,Cash,
INV-10399,C010,DUAL-SAVE,2024-03-22,2024-04-22,2024-04-21,1876.7,228.95,0,Paid,Actual,No,Bank Transfer,
INV-10400,C005,EL-FIX12,2025-02-02,2025-03-03,2025-02-28,452.2,67.33,3.75,Paid,Estimated,No,Bank Transfer,
INV-10401,C008,EL-VAR,2025-12-01,2025-12-21,2025-12-18,543.6,75.95,0,Paid,Estimated,No,Cash,
INV-10402,C045,GAS-VAR,2025-11-09,2025-12-09,2025-12-03,528,37.95,0,Paid,Estimated,No,Direct Debit,
INV-10403,C007,GAS-FIX,2025-11-13,2025-12-13,2025-12-11,474.4,37.48,0,Paid,Actual,No,Card,
INV-10404,C033,GAS-FIX,2025-12-11,2025-12-31,2025-12-24,843.2,63.67,0,Paid,Actual,No,Card,
INV-10405,C042,EL-VAR,2025-03-16,2025-04-05,2025-03-28,4935.4,655.68,0,Paid,Estimated,No,Web Banking,
INV-10406,C054,DUAL-SAVE,2025-11-13,2025-12-12,2026-01-06,3903.1,457.9,10.16,Late,Actual,No,Direct Debit,
INV-10407,C057,EL-VAR,2024-09-01,2024-09-28,2024-09-28,1973.6,264.71,0,Paid,Actual,No,Card,
INV-10408,C010,EL-GREEN,2025-03-13,2025-04-09,,1684.3,260.32,0,Overdue,Estimated,No,Web Banking,
INV-10409,C052,DUAL-SAVE,2025-04-01,2025-04-24,2025-04-25,776.1,99.08,0,Late,Actual,No,Cash,
INV-10410,C005,EL-VAR,2025-01-03,2025-01-28,2025-02-13,898.9,122.85,0,Late,Actual,No,Web Banking,
INV-10411,C008,GAS-FIX,2024-05-01,2024-05-26,2024-06-20,196.7,17.76,0,Late,Actual,No,Card,
INV-10412,C056,EL-FIX12,2025-07-25,2025-08-25,2025-09-06,851.3,967.05,0,Late,Actual,No,Web Banking,
INV-10413,C020,GAS-VAR,2025-10-08,2025-10-29,2025-10-25,963.2,66.67,0,Paid,Actual,No,Direct Debit,
INV-10414,C020,EL-VAR,2024-07-16,2024-08-09,,1479.9,181.04,18.5,Pending,Actual,No,Card,
INV-10415,C024,EL-FIX12,2024-03-09,2024-04-08,,424.1,48.14,18.85,Overdue,Actual,No,Card,
INV-10416,C051,EL-FIX12,2024-08-22,2024-09-11,2024-10-05,492.7,76.94,0,Late,Actual,No,Web Banking,
INV-10417,C004,EL-VAR,2025-09-22,2025-10-14,2025-10-10,1873.4,251.48,0,Paid,Actual,No,Web Banking,
INV-10418,C053,GAS-FIX,2025-11-18,2025-12-11,,3103.1,210.23,13.89,Overdue,Actual,No,Bank Transfer,
INV-10419,C053,GAS-FIX,2024-10-16,2024-11-15,2024-12-02,4199.3,301.95,0,Late,Actual,No,Web Banking,
INV-10420,C040,DUAL-SAVE,2025-08-04,2025-08-30,2025-08-31,1150.7,143.28,0,Late,Actual,No,Cash,
INV-10421,C014,GAS-VAR,2025-03-11,2025-04-05,2025-04-03,650.1,46.01,0,Paid,Actual,No,Bank Transfer,
INV-10422,C015,EL-GREEN,2024-10-09,2024-10-29,2024-10-28,1210.9,188.84,0,Paid,Actual,No,Direct Debit,
INV-10423,C021,GAS-VAR,2024-04-04,2024-05-01,2024-05-05,942.6,65.31,0,Late,Actual,No,Card,
INV-10424,C031,DUAL-SAVE,2025-06-12,2025-07-07,2025-07-02,2180.6,264.82,0,Paid,Estimated,No,Cash,
INV-10425,C017,EL-VAR,2025-09-20,2025-10-21,2025-10-17,1243.8,150.14,18.24,Paid,Actual,No,Card,
INV-10426,C012,EL-FIX12,2024-09-25,2024-10-17,2024-11-09,482.3,55.7,19.73,Late,Actual,No,Direct Debit,
